customer_id,transaction_id,amount,date,isdomestic,current_limit,overdue,Category
8e2f6a23-686d-4cfb-bc4b-0c1afc32aa66,e13745ea-4f8b-4edf-8248-d348ab342229,685.16,2024-03-31 21:59:03,1,19627.86,1,Essenatial shopping
8981551b-9875-41de-aa50-58dfb521d932,7132d772-b2f8-4e42-acf2-42fe55f6db77,173.22,2025-03-06 13:55:42,0,13060.41,0,International shopping
8981551b-9875-41de-aa50-58dfb521d932,a6182be8-fd5a-4b4d-85a4-28eba8408cc6,683.31,2024-09-16 09:28:15,0,40653.65,0,Travel
8981551b-9875-41de-aa50-58dfb521d932,7140956f-8029-461f-b342-acb034a3277a,971.11,2024-07-27 15:52:31,1,38929.26,0,Luxury shopping
5da6e7cf-0cdd-4dcb-81a1-93f0157f7cd8,7e6ddc31-3f68-47a2-b42f-7c4803abcf29,980.43,2024-10-30 19:34:39,0,32778.48,1,Entertainments
5da6e7cf-0cdd-4dcb-81a1-93f0157f7cd8,f250590e-0371-49ae-a58d-cf5b2a4849c5,437.03,2024-08-12 10:42:51,0,33640.94,0,Entertainments
5da6e7cf-0cdd-4dcb-81a1-93f0157f7cd8,4a15f45e-5a40-4444-9a0c-6221c917c2b6,143.37,2025-01-15 02:49:56,0,18097.83,0,Luxury shopping
15e39c63-4897-4081-acba-0c47bf0cd504,2de0886f-a06b-482a-8a2a-342c432b47fb,429.83,2024-03-26 05:49:19,1,32669.47,1,Entertainments
15e39c63-4897-4081-acba-0c47bf0cd504,afa0f67c-3f35-4762-8023-e2927526ce66,410.16,2025-01-31 04:08:56,1,24257.74,1,Travel
15e39c63-4897-4081-acba-0c47bf0cd504,d769b471-11a0-41a6-8251-41291574bd60,848.97,2024-12-25 03:26:09,0,34413.59,0,Entertainments
bb6e2f7d-d638-42a6-8890-1f8affa36800,4be380b7-1032-48fb-bb59-0152c53b8033,611.3,2024-09-01 06:23:09,0,32104.25,0,International shopping
bb6e2f7d-d638-42a6-8890-1f8affa36800,c498699b-e88c-438f-8126-f5f027705d01,769.64,2024-12-27 05:33:20,0,20753.09,0,Entertainments
bb6e2f7d-d638-42a6-8890-1f8affa36800,93c8acde-e1d6-4eb2-86d8-9a5c57397f6a,801.96,2025-01-08 14:59:41,1,33098.08,1,International shopping
899fcded-b80d-493a-b83f-164606d5cbb0,e25f821f-2a8b-4764-88c4-d3d0164399e5,58.99,2024-05-06 15:27:53,1,16199.63,0,Essenatial shopping
899fcded-b80d-493a-b83f-164606d5cbb0,c96ecc15-2279-412e-b915-fb5f5b542eb2,81.55,2024-08-17 05:48:17,0,31593.63,0,Essenatial shopping
899fcded-b80d-493a-b83f-164606d5cbb0,27e51ff2-eeb1-4317-aed8-7d30ef36c9a2,107.49,2024-07-01 02:38:53,1,35592.33,0,Essenatial shopping
e6d183ac-de2e-46e4-93d7-370de172e39b,0dea4253-bb98-48b5-86cd-607482a65f62,645.84,2024-06-11 22:26:33,0,32752.41,1,Essenatial shopping
e6d183ac-de2e-46e4-93d7-370de172e39b,0936aee9-bf19-4cbe-a110-d4233f2c262b,286.34,2024-07-11 13:26:37,1,25466.02,1,Luxury shopping
e6d183ac-de2e-46e4-93d7-370de172e39b,30df3ce7-2f86-48ba-80cd-9f8390649f14,444.49,2024-04-23 02:42:39,0,37109.99,1,Travel
958f6128-fb9b-42b3-9546-294bafdd6f58,220e0c42-b139-4cfd-9d2d-00c70b3f8663,385.72,2024-11-15 12:30:01,1,43721.44,1,Travel
958f6128-fb9b-42b3-9546-294bafdd6f58,bcb6a34e-20ec-4d02-bd2c-841130d0583e,714.35,2024-11-19 16:53:45,0,36699.94,1,Entertainments
958f6128-fb9b-42b3-9546-294bafdd6f58,e14b37a9-385f-4c7f-bdd1-581b869596e8,442.99,2024-05-14 20:29:29,1,11435.4,0,Essenatial shopping
0fd1002e-bd51-4d17-8835-e2f85b3a3083,21f9152a-1e6e-488d-bdee-19cf1d4a6280,179.65,2025-01-27 08:38:04,0,23616.63,0,Essenatial shopping
0fd1002e-bd51-4d17-8835-e2f85b3a3083,17e59b1b-65c6-4b84-98c6-752e6d18807c,927.71,2024-06-15 14:45:21,0,29540.39,0,Entertainments
0fd1002e-bd51-4d17-8835-e2f85b3a3083,824a1286-d54d-4025-a03c-db5d87f90614,193.82,2024-11-24 08:47:23,0,43374.35,1,Essenatial shopping
79e2f5c1-fddf-40b8-9573-a2027db2d4ae,5824ca15-f3d5-43aa-a2a8-65ce100f4e19,116.93,2024-04-27 05:58:51,0,25253.59,0,Essenatial shopping
79e2f5c1-fddf-40b8-9573-a2027db2d4ae,7cd3b1c5-a2ab-4428-92d8-c028c1dc48f2,156.54,2025-01-02 02:35:23,0,47840.23,0,Essenatial shopping
79e2f5c1-fddf-40b8-9573-a2027db2d4ae,eb2fce6f-fbf0-4f7c-b548-c685114b2a00,294.44,2024-08-10 01:08:15,0,45874.78,0,Travel
0107d7a1-cf86-4b27-b322-119bdcba74ae,d3f00dec-05ab-43d9-b0d4-3e4afb7b2421,843.47,2024-09-19 18:44:12,1,14368.26,1,Essenatial shopping
0107d7a1-cf86-4b27-b322-119bdcba74ae,dea729d6-454b-4cd2-82f8-e7524a3788f9,169.63,2024-07-03 00:26:00,0,28191.26,1,Travel
0107d7a1-cf86-4b27-b322-119bdcba74ae,320b0e91-7302-4865-bb5e-d455401d62eb,209.4,2024-07-01 19:43:47,1,14393.41,0,Travel
ac5d7e3e-6aec-457b-9366-8ca205269cab,58240730-b71a-452a-a9ab-58da6f2274a6,86.5,2024-10-29 01:47:36,0,23753.12,1,Travel
ac5d7e3e-6aec-457b-9366-8ca205269cab,c6f7d12c-df8a-48ab-aa4d-66c22caf325e,422.49,2024-05-25 08:29:42,0,18775.59,0,Entertainments
ac5d7e3e-6aec-457b-9366-8ca205269cab,32340c71-c63f-4ca2-a8f2-df2e942b3e49,795.66,2025-01-01 11:23:28,0,31295.24,0,Essenatial shopping
0d6a3c25-d8ec-4363-9d0b-6780a634fa73,fca4c3b7-81a8-4551-8f93-26cf62cc2efc,919.8,2024-05-22 17:07:18,1,47655.34,1,Essenatial shopping
0d6a3c25-d8ec-4363-9d0b-6780a634fa73,aa00b4b6-e10d-4838-a529-aa80059576f9,818.57,2024-08-05 16:35:34,0,30856.57,0,Entertainments
0d6a3c25-d8ec-4363-9d0b-6780a634fa73,2e062dc3-f21a-4367-b779-18106a71c4f7,391.07,2024-12-12 03:46:45,1,16871.49,1,Essenatial shopping
a902a80a-7b42-42d7-97a6-18f68d7ada5b,108dcd0d-d55b-4552-97db-2de8344196b4,584.7,2024-09-20 00:58:16,0,14358.4,0,Entertainments
a902a80a-7b42-42d7-97a6-18f68d7ada5b,f727b0c3-443e-4630-9f2c-475a1fae8f4b,634.11,2025-01-12 13:28:12,0,16846.31,1,Essenatial shopping
a902a80a-7b42-42d7-97a6-18f68d7ada5b,7f5205fd-c037-4b68-a785-fe2635969c96,390.43,2024-06-01 21:58:05,1,34025.52,1,Essenatial shopping
82a275aa-7b86-4345-9399-b57c73ddafbc,2a91146c-4c09-4877-aec8-3e0e7e78dbf1,266.4,2024-11-28 16:55:56,1,13512.84,0,Entertainments
82a275aa-7b86-4345-9399-b57c73ddafbc,4aebccbb-ae94-4472-8b79-8f94d1124c63,875.79,2024-08-18 01:25:41,0,29394.92,1,Entertainments
82a275aa-7b86-4345-9399-b57c73ddafbc,d49c2939-4557-4b98-aa26-ac3b6d62d3d1,522.62,2024-10-03 00:26:43,0,34061.34,0,Essenatial shopping
73e078f0-e2be-4ba4-8a2a-16c8352ae4cd,53441454-042c-4fe8-a9ea-289674ebded6,302.23,2024-11-22 17:57:46,0,39167.45,1,Luxury shopping
73e078f0-e2be-4ba4-8a2a-16c8352ae4cd,7a9c869f-edbf-4e34-b658-013fa8e5ffbe,572.99,2024-06-09 07:22:17,0,10045.29,0,Entertainments
73e078f0-e2be-4ba4-8a2a-16c8352ae4cd,d2d19168-7aa5-4419-bb75-4767089b40f6,623.55,2024-11-26 15:22:36,1,36045.93,0,Travel
606fc97c-e220-4fdb-a945-5614e1799dd2,8e2bb5b7-ebfc-42a3-8d2f-e0b32631bc7a,198.53,2024-04-16 20:39:29,1,35260.1,1,Entertainments
606fc97c-e220-4fdb-a945-5614e1799dd2,b085ce80-37c2-4486-98bb-ea21b7cb7cdc,129.17,2024-05-03 08:19:12,1,48563.93,0,Essenatial shopping
606fc97c-e220-4fdb-a945-5614e1799dd2,19cf0777-6cc9-4f80-b669-7cd150851fde,180.69,2024-07-28 22:38:10,1,30945.06,0,Travel
d75445f9-26cd-4672-a9fd-b7ccbe03839a,fbe984fb-e991-4486-ade6-9d0f4468bf45,473.73,2024-12-03 14:20:33,1,45187.6,0,Travel
d75445f9-26cd-4672-a9fd-b7ccbe03839a,f71ca480-7800-4551-aed4-62bfbc4040ff,776.94,2024-07-10 00:29:05,1,45009.35,1,Travel
d75445f9-26cd-4672-a9fd-b7ccbe03839a,fba3aadf-b368-4c57-a5c6-e73587d870a8,881.9,2024-05-15 22:47:41,0,31676.86,1,Travel
d9db7854-517a-4940-abbe-f0c85614031a,eaa2e8d0-eb0d-49c4-9586-6aa45e638725,395.47,2025-02-06 12:45:25,1,11520.12,0,Entertainments
d9db7854-517a-4940-abbe-f0c85614031a,cd3b6dc9-f180-4be8-a322-f714beb2c9be,494.42,2024-10-16 04:35:30,0,19617.86,0,Travel
d9db7854-517a-4940-abbe-f0c85614031a,8fecd59c-1431-489d-88ca-c50ada8eef2e,450.3,2025-01-12 01:18:12,1,10580.45,0,Essenatial shopping
7d2a43a0-bdd8-418b-a554-8cfbcab9c6d3,0a23beb3-edb8-41c8-ae84-073d205230f3,365.07,2024-11-09 07:52:10,0,38917.11,0,Entertainments
7d2a43a0-bdd8-418b-a554-8cfbcab9c6d3,5efff875-0a28-46bd-86d7-03493c69a5e8,137.39,2024-05-13 21:23:26,1,26082.22,0,Travel
7d2a43a0-bdd8-418b-a554-8cfbcab9c6d3,7efb9458-bba7-47cd-8bbe-c4801784a5b3,620.18,2024-08-11 00:20:53,0,16923.03,1,International shopping
4707ffaa-1846-4a4b-aaf7-2b6bdb30f956,bf6f14f1-e8b1-4ed7-a525-dd7385264c6e,564.58,2024-11-25 04:36:50,1,26538.61,1,Entertainments
4707ffaa-1846-4a4b-aaf7-2b6bdb30f956,82d5e3c4-149e-47c5-bbab-c11c6f79c7f5,320.36,2024-10-02 04:32:48,0,27036.1,0,Essenatial shopping
4707ffaa-1846-4a4b-aaf7-2b6bdb30f956,380a47db-a010-4a5b-b70c-6db4ebe68f7e,216.05,2025-02-12 10:16:55,0,24460.13,1,Essenatial shopping
33aaf68c-3085-4414-addc-e5c57732cbe9,53dcaaf1-cf85-4b32-bfa7-b2a7840db4b6,538.03,2024-12-24 23:29:53,1,36239.08,0,Essenatial shopping
33aaf68c-3085-4414-addc-e5c57732cbe9,5964b5a0-b334-4f3c-b946-136d12479e73,533.86,2024-03-26 10:40:09,0,38860.57,0,Entertainments
33aaf68c-3085-4414-addc-e5c57732cbe9,df837c8a-a4ce-4245-868a-fe8bc417dc32,579.46,2024-06-07 05:36:44,1,39365.27,0,Essenatial shopping
49d55772-0076-43c0-accd-908f4a9a53a3,a8ea5475-ee5f-477b-bc09-f41273177ec0,555.11,2024-07-04 09:34:13,0,44448.25,1,Essenatial shopping
49d55772-0076-43c0-accd-908f4a9a53a3,3487948e-b883-448d-88aa-6e6cf9451455,749.31,2024-07-21 08:17:35,1,40149.12,0,Essenatial shopping
49d55772-0076-43c0-accd-908f4a9a53a3,8256005c-ac52-47bd-835f-b728529ef91d,732.57,2024-11-18 04:48:15,0,48473.38,0,Essenatial shopping
f06f4d34-4f06-4682-9ee3-565c2ae81f3f,7a570dc9-1527-452f-a618-983258129837,798.38,2024-11-08 06:27:44,1,34424.6,0,Essenatial shopping
f06f4d34-4f06-4682-9ee3-565c2ae81f3f,24d18bf2-e7e3-4783-931f-be0cc310d94c,945.54,2024-12-23 07:56:14,1,12225.93,1,Essenatial shopping
f06f4d34-4f06-4682-9ee3-565c2ae81f3f,649b89a1-46b2-4f84-90a7-2adaa5b70734,121.72,2024-09-15 00:18:22,0,20384.29,0,Essenatial shopping
0465065d-f5a6-40a4-b39b-f093c7542b13,8fb85b35-884d-4c50-8d84-978d56da7b18,538.13,2024-10-13 00:37:09,1,39819.96,0,Entertainments
0465065d-f5a6-40a4-b39b-f093c7542b13,dec8407c-4eca-49b8-9362-ef9743409beb,828.75,2024-07-13 11:48:02,1,38069.38,0,Entertainments
0465065d-f5a6-40a4-b39b-f093c7542b13,947474ce-ed5c-4dff-aafb-0aa74d757170,236.55,2024-12-24 18:58:01,0,15907.09,0,Travel
57b3ee00-03ff-42d9-8842-2b80af34a9e1,aaeb71ae-91e4-4b86-b917-d65b93373f0e,759.33,2024-09-10 07:09:28,0,10322.25,0,Entertainments
57b3ee00-03ff-42d9-8842-2b80af34a9e1,95d89b0d-2d61-4797-abaa-cad1f4965b43,61.4,2024-12-25 10:36:53,1,29795.59,1,Travel
57b3ee00-03ff-42d9-8842-2b80af34a9e1,c98cfa2c-1f56-4b29-93d9-619660b9b059,172.2,2024-09-10 06:27:48,0,22914.14,0,Luxury shopping
2b8631cd-d19c-427d-be0e-32d79f849bf1,68b6ba25-c143-4a5f-bfde-77f8f1b6a028,850.38,2024-12-24 17:34:16,0,44854.58,1,Travel
2b8631cd-d19c-427d-be0e-32d79f849bf1,fd6b0c10-e351-4cdb-aa2d-aae887aa2d4f,426.4,2025-02-16 14:23:57,0,18855.22,1,Entertainments
2b8631cd-d19c-427d-be0e-32d79f849bf1,f7e66031-8ad9-49f8-9170-9402d1576818,466.67,2024-08-15 02:41:22,0,40055.79,1,Entertainments
bcf4fe81-9861-4efa-be58-3ef3e803a036,42ce50ac-2086-494b-bfda-5e93ae11a9a2,370.49,2024-09-15 12:05:22,1,13461.85,1,Essenatial shopping
bcf4fe81-9861-4efa-be58-3ef3e803a036,499388fb-78be-429f-88d5-f7d91a4b820d,272.86,2025-03-19 00:50:45,0,13882.07,1,Luxury shopping
bcf4fe81-9861-4efa-be58-3ef3e803a036,35cce15a-61ae-4f8f-bfcd-ecbaf708feee,462.72,2025-01-07 10:08:47,1,18956.09,1,Entertainments
fa62ce79-7ed5-4784-b7ce-c965bbabbbf8,9bc60a4d-b0e1-43cd-95ae-bd341c86eff6,36.53,2024-11-23 10:26:45,1,16878.85,0,Essenatial shopping
fa62ce79-7ed5-4784-b7ce-c965bbabbbf8,85565294-1068-4d81-a06a-1b9ae92caa20,321.3,2024-03-29 09:52:45,0,22200.09,0,Essenatial shopping
fa62ce79-7ed5-4784-b7ce-c965bbabbbf8,517d6cf0-fd2f-42a2-aad3-7d5af4a6a0b4,873.5,2024-12-30 09:05:32,1,17150.74,0,International shopping
69870ba2-bb49-453e-80e8-3a329f26151c,13219248-a48d-4904-8c9b-fe7539561428,924.33,2024-12-29 23:02:53,0,38193.51,0,Essenatial shopping
69870ba2-bb49-453e-80e8-3a329f26151c,3c19ead3-38f6-4d8f-9a05-ec66f8dcf75c,802.61,2024-05-20 03:18:12,1,30568.42,0,Essenatial shopping
69870ba2-bb49-453e-80e8-3a329f26151c,3b6b9f8c-eea8-4dc2-8d9c-15ed824487dd,962.26,2025-02-10 09:55:51,0,37448.49,0,Essenatial shopping
7ca73984-e2ea-4559-9169-e397ba8fde38,4ad0cc7b-2139-4218-8eb0-fcbb9f3da6b4,394.54,2024-07-17 13:39:47,1,40621.47,0,Essenatial shopping
7ca73984-e2ea-4559-9169-e397ba8fde38,3fa09e3e-911f-45f7-a3be-041b198c9515,581.02,2024-09-14 09:46:32,1,29398.01,1,Essenatial shopping
7ca73984-e2ea-4559-9169-e397ba8fde38,8360ee47-7b5c-401d-a706-c8f8342e611c,799.06,2024-04-10 00:09:57,0,48740.17,1,Essenatial shopping
ac547999-9dc3-4344-a26d-4d205f587079,12bf02af-93ea-4172-b965-2849d92be39b,941.46,2025-03-09 21:00:52,1,41005.94,1,Essenatial shopping
ac547999-9dc3-4344-a26d-4d205f587079,024cf94c-90c1-4e4c-a52d-95c087b2c6b1,97.86,2024-04-06 15:08:17,1,47568.17,1,Travel
ac547999-9dc3-4344-a26d-4d205f587079,2d1695ff-4053-4ee6-803d-248aa62f0940,393.92,2025-01-21 01:48:36,0,28834.74,0,Entertainments
5d324936-6f65-4d44-9837-5a853be701f5,f63d9a27-adb6-42d7-9dd6-8c712605999f,290.75,2024-12-24 03:42:06,0,38042.87,0,Travel
5d324936-6f65-4d44-9837-5a853be701f5,324a4b24-756f-45a8-800c-acd56d3dbed9,117.95,2024-10-09 22:06:53,0,18906.71,0,International shopping
5d324936-6f65-4d44-9837-5a853be701f5,44742369-b2ea-4c2e-b294-75cec3c1bdd0,900.22,2024-07-16 09:33:30,0,39178.4,0,Essenatial shopping
5dec47f3-dc15-4e31-b1f1-92452661fada,43ce5349-5f23-455a-8408-408add830dc5,219.56,2024-06-11 17:32:41,1,21014.98,1,Entertainments
5dec47f3-dc15-4e31-b1f1-92452661fada,19a20348-34e3-43d1-bd82-965a99936c85,226.32,2024-12-10 07:29:51,0,35431.79,1,Entertainments
5dec47f3-dc15-4e31-b1f1-92452661fada,55ebdabf-555d-46c6-b0fa-e1ca8cec8380,959.76,2024-07-16 20:10:52,1,28860.17,0,Entertainments
99ec93c6-5822-42b9-acb6-a008a4ffa5ac,f282da90-9f4d-49b1-8ed3-037ae748ed27,741.23,2025-02-02 21:41:44,0,18393.16,0,Travel
99ec93c6-5822-42b9-acb6-a008a4ffa5ac,7fdd95ca-7119-4fec-a962-b5e90274c835,359.64,2024-10-22 18:21:59,0,22944.02,1,Entertainments
99ec93c6-5822-42b9-acb6-a008a4ffa5ac,fab4ab7f-b1cc-4013-9716-eecfce64b4d5,20.34,2024-03-29 12:23:24,0,33757.04,1,Essenatial shopping
9c41357c-1948-46ec-ba64-1a94737f309c,b8d6fbb5-01c8-4463-b86c-0f60fdc22f90,29.18,2024-11-05 18:22:23,1,40376.35,0,Essenatial shopping
9c41357c-1948-46ec-ba64-1a94737f309c,10cbe472-1961-4653-8e75-afa88c408ee9,259.5,2024-05-10 17:11:05,0,11264.12,0,Essenatial shopping
9c41357c-1948-46ec-ba64-1a94737f309c,e79bef3a-c5f7-4572-abf1-d82b47dfecab,656.05,2025-02-24 11:38:19,1,13037.96,1,Travel
09e75e70-3464-4944-8c73-5ff6d43abef4,d0b3291a-45a3-4db9-b0eb-27336ceb5123,386.67,2024-12-16 16:09:46,1,30446.46,1,Essenatial shopping
09e75e70-3464-4944-8c73-5ff6d43abef4,22ec7175-07d7-459f-b4be-fb11c32e0f60,479.54,2025-01-03 07:43:53,1,38354.51,0,Entertainments
09e75e70-3464-4944-8c73-5ff6d43abef4,da67e839-2754-4976-82fc-7294bf31c3b3,83.73,2024-04-25 19:52:53,1,30590.51,1,Essenatial shopping
18a9a732-a461-4730-955d-7f79cac4db78,59670e43-2777-4e42-b0dc-6314a1d82d81,26.98,2024-04-25 18:43:45,1,30167.48,0,Travel
18a9a732-a461-4730-955d-7f79cac4db78,e9edbb91-5488-44a2-816a-cc33200f6f0a,313.98,2024-06-20 01:36:53,0,14100.99,0,Luxury shopping
18a9a732-a461-4730-955d-7f79cac4db78,90cb5b09-e5b3-4c4e-9c2d-07a64b92231a,925.36,2024-06-13 15:16:00,0,40948.68,1,Essenatial shopping
43a65332-8f51-4c36-9d48-1c009e38963d,1a0b3b15-3334-425c-8339-07c6b7ae5c7e,639.36,2024-09-11 15:31:49,1,17062.07,1,Essenatial shopping
43a65332-8f51-4c36-9d48-1c009e38963d,696b8541-a70a-4886-a845-62cf0f66f980,28.16,2024-10-30 09:13:56,0,34166.53,0,Essenatial shopping
43a65332-8f51-4c36-9d48-1c009e38963d,defb26d0-d653-4f4b-b4fd-a3c1e7b9088b,851.59,2024-03-22 15:51:12,1,49601.53,0,Essenatial shopping
136c89b1-d206-4674-9e28-f1b60e7ae7ac,b2c0aea7-11f7-40c6-b18c-496dc3fa1fa0,82.47,2024-09-21 22:35:17,0,30053.96,0,Entertainments
136c89b1-d206-4674-9e28-f1b60e7ae7ac,6c169806-d05b-4756-a130-7ab4e23c20d2,68.97,2024-09-03 09:23:37,1,28631.91,0,Entertainments
136c89b1-d206-4674-9e28-f1b60e7ae7ac,baf6e3db-c2c9-4e69-b396-85ef880be996,610.59,2025-02-14 04:56:40,0,10706.07,0,Essenatial shopping
06842263-07f2-46b0-af84-2ec32ac0c1a9,79f682cd-a071-46c8-9572-d08153bdaeb7,480.11,2024-11-29 10:17:56,0,38853.42,1,Travel
06842263-07f2-46b0-af84-2ec32ac0c1a9,092a2260-9d1e-4231-9817-7fc1c54efe74,443.3,2025-01-05 12:33:49,1,39539.22,0,Essenatial shopping
06842263-07f2-46b0-af84-2ec32ac0c1a9,27e99dd1-fba9-4b22-ab81-7910a39cf72a,388.92,2024-07-04 14:26:19,0,47769.63,0,Essenatial shopping
055c2fdb-d366-482e-a437-3258bbff4981,38a60d29-0ffa-4561-aee1-700f1d12d743,857.09,2024-09-19 15:34:16,1,27200.54,0,Essenatial shopping
055c2fdb-d366-482e-a437-3258bbff4981,a7e8eb95-7bd5-463c-b93c-e9ec99f92c3c,825.54,2024-07-28 02:54:17,1,42005.88,0,Essenatial shopping
055c2fdb-d366-482e-a437-3258bbff4981,fab10703-7f10-467e-b7f3-19d35d041f53,201.04,2025-03-09 09:02:38,0,35897.02,1,Essenatial shopping
98d8e152-cff0-4793-857b-d9fe3a9baa0a,43edb9d7-5431-471f-ba21-1a8b470343a6,975.72,2024-05-02 09:15:22,0,24578.87,1,Essenatial shopping
98d8e152-cff0-4793-857b-d9fe3a9baa0a,3af37beb-f83c-4861-9348-f122856aa783,954.16,2024-03-29 20:56:50,0,35489.57,0,Essenatial shopping
98d8e152-cff0-4793-857b-d9fe3a9baa0a,5e51d203-257c-4dbd-8f7c-85bd15970511,284.07,2024-07-05 18:57:43,0,12066.6,0,Entertainments
fca6db7c-c057-4363-9c4f-508015bd167c,5d0dd027-95a5-4377-8e53-c94931e8b13b,549.57,2024-04-26 09:15:03,1,13148.79,0,Essenatial shopping
fca6db7c-c057-4363-9c4f-508015bd167c,a0a584ec-3748-46a0-96d5-b4ff4e2b65e3,995.08,2024-10-21 21:03:06,1,25785.48,1,Entertainments
fca6db7c-c057-4363-9c4f-508015bd167c,a62ddd0f-0370-4808-a005-6d23590e6511,545.48,2024-04-17 20:47:46,1,24331.24,1,Entertainments
e21a1bfd-3aec-4b6f-b217-85b224bd554b,85e75ef2-87a1-4886-a2e2-a6a16b93a22a,883.03,2025-03-06 15:40:48,1,22602.82,1,Travel
